,song_id,up_votes/total_votes,up_votes,down_votes,difficulty,notes,bombs,BPM,obstacles,NJS,NJSOffset,length,duration
0,33499.0,0.7272727272727273,8.0,3.0,4.0,4196.0,0.0,222.22000122070312,1.0,23.0,0.0,260.0,963.0
1,33500.0,0.14285714285714285,6.0,36.0,3.0,538.0,0.0,170.0,0.0,12.0,0.0,145.0,411.7666931152344
2,33501.0,0.8,12.0,3.0,4.0,429.0,8.0,186.0,12.0,18.0,0.0,90.0,279.0
3,33503.0,0.3,3.0,7.0,0.0,336.0,0.0,173.0,0.0,0.0,0.0,288.0,830.7854614257812
4,33503.0,0.3,3.0,7.0,3.0,1548.0,0.0,173.0,10.0,14.0,0.0,288.0,830.7854614257812
5,33503.0,0.3,3.0,7.0,4.0,1603.0,0.0,173.0,10.0,17.0,0.0,288.0,830.7854614257812
6,33503.0,0.3,3.0,7.0,2.0,940.0,0.0,173.0,6.0,0.0,0.0,288.0,830.7854614257812
7,33503.0,0.3,3.0,7.0,1.0,464.0,0.0,173.0,0.0,0.0,0.0,288.0,830.7854614257812
8,33504.0,0.8947368421052632,51.0,6.0,4.0,1358.0,17.0,140.0,87.0,22.0,0.20000000298023224,210.0,492.0
9,33505.0,0.9333333333333333,14.0,1.0,0.0,0.0,0.0,120.0,1.0,18.0,0.0,0.0,0.0
10,33510.0,0.9444444444444444,17.0,1.0,3.0,513.0,0.0,150.0,119.0,18.0,0.0,226.0,566.0
11,33511.0,0.9230769230769231,36.0,3.0,4.0,782.0,120.0,185.0,7.0,19.0,-0.20000000298023224,117.0,362.7004089355469
12,33512.0,0.5714285714285714,4.0,3.0,2.0,1000.0,0.0,124.0,24.0,12.0,0.0,271.0,561.155029296875
13,33514.0,0.8888888888888888,8.0,1.0,4.0,397.0,0.0,115.0,6.0,18.0,0.5,100.0,193.5
14,33515.0,0.23333333333333334,7.0,23.0,3.0,486.0,0.0,120.0,14.0,12.0,0.0,82.0,165.25
15,33517.0,0.7142857142857143,15.0,6.0,3.0,611.0,0.0,143.0,0.0,16.0,0.30000001192092896,135.0,323.7492980957031
16,33519.0,0.9285714285714286,39.0,3.0,4.0,1375.0,6.0,166.0,7.0,21.0,0.0,250.0,694.4300537109375
17,33522.0,0.9642857142857143,27.0,1.0,4.0,1785.0,28.0,180.0,7.0,19.0,0.0,283.0,851.25
18,33523.0,0.8888888888888888,24.0,3.0,4.0,1273.0,6.0,193.0,1.0,23.0,-0.3499999940395355,120.0,388.128662109375
19,33524.0,0.8961038961038961,69.0,8.0,4.0,2000.0,28.0,210.0,70.0,24.0,-0.3499999940395355,208.0,728.820556640625
20,33526.0,0.875,7.0,1.0,4.0,818.0,0.0,178.0,25.0,17.0,1.0,222.0,660.5
21,33526.0,0.875,7.0,1.0,2.0,630.0,0.0,178.0,45.0,13.0,1.0,217.0,644.0
22,33530.0,0.5294117647058824,9.0,8.0,3.0,1153.0,54.0,150.0,20.0,12.0,0.0,233.0,584.0
23,33530.0,0.5294117647058824,9.0,8.0,4.0,1347.0,30.0,150.0,20.0,12.0,0.0,233.0,584.234375
24,33530.0,0.5294117647058824,9.0,8.0,2.0,805.0,54.0,150.0,20.0,12.0,0.0,233.0,584.015625
25,33532.0,0.96,120.0,5.0,0.0,0.0,0.0,164.0,0.0,12.0,0.0,0.0,0.0
26,33532.0,0.96,120.0,5.0,4.0,769.0,0.0,164.0,54.0,22.0,-0.30000001192092896,178.0,487.19134521484375
27,33533.0,1.0,8.0,0.0,3.0,699.0,0.0,210.0,19.0,17.0,0.699999988079071,183.0,642.8365478515625
28,33534.0,0.8148148148148148,22.0,5.0,4.0,663.0,0.0,142.0,266.0,19.0,-0.10000000149011612,136.0,324.109375
29,33535.0,0.84,42.0,8.0,4.0,306.0,0.0,272.0,0.0,21.0,0.4000000059604645,44.0,200.0
